distance_pronoun_antecedent,number_agreement,is_proper_noun,antecedent_position,case_antecedent,case_pronoun,pos_mention,pos_pronoun,pos_before_mention_1,pos_before_mention_2,pos_after_mention_1,pos_after_mention_2,pos_before_pronoun_1,pos_before_pronoun_2,pos_after_pronoun_1,pos_after_pronoun_2,pos_head_mention,pos_head_pronoun,syntactic_function_mention,syntactic_function_pronoun,nouns_between_mentions,pronoun_value,pronoun_sentence_length,normalized_distance,mention_local_score,tkachenko_embedding,missing_tkachenko_embedding,eleri_abstractness_score,mention_global_score,category
1,1,0,1,2,1,2,12,11,13,8,18,18,14,13,8,8,8,8,29,23,4,3,20,0,1,0,1,0,14,0
2,0,1,0,0,1,2,8,11,18,18,16,8,14,13,8,8,16,8,24,23,18,3,20,0,1,0.188,0,5.107,13,0
2,1,1,0,1,2,2,8,11,16,8,8,8,14,13,8,8,16,8,26,23,17,3,20,0,1,0.199,0,5.22,9,0
2,1,1,0,1,2,2,8,11,8,16,8,9,14,13,8,8,8,8,23,23,16,3,20,0,1,0.312,0,1.072,13,0
2,1,1,0,1,1,2,8,11,8,8,9,5,14,13,8,8,8,8,5,23,15,3,20,0,1,0.179,0,2.573,13,0
2,1,1,0,1,3,2,8,11,5,9,4,3,14,13,8,8,8,8,40,23,14,3,20,0,1,0.302,0,2.025,9,0
2,1,1,0,1,14,2,8,11,1,1,8,2,14,13,8,8,16,8,11,23,13,3,20,0,1,0,1,0,14,0
2,0,1,0,1,0,2,8,11,8,1,2,13,14,13,8,8,8,8,23,23,12,3,20,0,3,0,1,0,15,0
2,1,0,0,1,2,2,11,11,13,2,8,4,14,13,8,8,8,8,23,23,12,3,20,0,4,0.496,0,1.139,0,0
2,1,1,0,1,1,2,8,11,11,13,4,16,14,13,8,8,16,8,40,23,11,3,20,0,2,0,1,0,10,0
2,0,1,0,1,2,2,8,11,16,4,1,8,14,13,8,8,1,8,27,23,10,3,20,0,4,0.334,0,4.992,7,0
2,1,1,0,1,3,2,8,11,1,8,3,3,14,13,8,8,16,8,26,23,9,3,20,0,3,0,1,0,10,0
2,1,1,0,1,2,2,8,11,3,3,5,8,14,13,8,8,8,8,23,23,8,3,20,0,2,0.375,0,2.374,12,0
2,1,1,0,1,2,2,8,11,5,8,8,13,14,13,8,8,8,8,11,23,7,3,20,0,1,0.158,0,2.81,10,0
2,1,1,0,1,9,2,8,11,8,5,13,18,14,13,8,8,16,8,27,23,6,3,20,0,1,0.138,0,5.54,10,0
3,1,0,1,0,6,2,12,11,18,18,12,12,14,13,8,8,16,8,27,23,30,3,20,0,3,0,1,0,9,0
3,0,0,1,1,9,2,12,11,12,18,12,16,14,13,8,8,16,8,27,23,29,3,20,0,1,0,1,0,16,0
3,1,0,1,1,9,2,12,11,12,12,16,3,14,13,8,8,16,8,27,23,28,3,20,0,1,0,1,0,16,0
3,0,1,0,1,1,2,8,11,1,3,13,11,14,13,8,8,16,8,24,23,27,3,20,0,1,0,1,0,0,0
3,0,0,0,1,1,2,11,11,13,8,16,8,14,13,8,8,16,8,24,23,27,3,20,0,4,0.496,0,1.139,0,0
3,1,1,0,1,4,2,8,11,16,11,9,8,14,13,8,8,16,8,27,23,26,3,20,0,1,-0.028,0,4.43,13,0
3,1,1,0,1,3,2,8,11,9,8,5,9,14,13,8,8,16,8,26,23,25,3,20,0,1,0.346,0,7.831,12,0
3,1,1,0,1,3,2,8,11,9,5,12,13,14,13,8,8,8,8,11,23,24,3,20,0,1,0.341,0,8.397,12,0
3,1,0,1,1,10,2,12,11,8,9,13,12,14,13,8,8,8,8,23,23,23,3,20,0,2,0,1,0,14,0
3,1,0,1,1,10,2,12,11,13,12,13,12,14,13,8,8,12,8,11,23,22,3,20,0,1,0,1,0,12,0
3,1,0,1,1,10,2,12,11,13,12,13,12,14,13,8,8,12,8,11,23,21,3,20,0,1,0,1,0,0,0
3,1,0,1,1,10,2,12,11,13,12,5,12,14,13,8,8,12,8,11,23,20,3,20,0,1,0,1,0,15,0
3,1,0,1,1,10,2,12,11,5,12,13,18,14,13,8,8,12,8,11,23,19,3,20,0,1,0,1,0,14,0
0,1,0,0,0,1,2,11,11,18,18,16,13,14,13,8,8,16,8,24,23,0,3,25,0.16,5,1.0,0,3.27,0,0
0,0,0,0,0,1,1,11,11,18,18,16,13,16,4,8,8,16,16,24,24,3,3,25,0.6,5,1.0,0,3.27,0,0
0,0,0,0,1,2,1,11,11,14,13,8,8,16,4,8,8,8,16,23,24,3,3,25,0.44,5,1.0,0,3.27,0,0
0,0,1,0,1,2,1,8,11,11,14,8,4,16,4,8,8,8,16,23,24,2,3,25,0.4,2,0.26,0,4.58,11,0
0,1,1,0,1,1,1,8,11,8,11,4,8,16,4,8,8,16,16,26,24,1,3,25,0.36,3,0.422,0,6.579,12,1
0,1,1,0,1,10,1,8,11,4,8,16,13,16,4,8,8,16,16,27,24,0,3,25,0.28,1,0,1,0,16,0
1,1,0,1,0,1,1,12,11,18,18,4,1,18,18,16,13,8,16,40,24,5,3,25,0,1,0,1,0,0,1
1,1,0,1,0,1,2,12,11,18,18,4,1,14,13,8,8,8,8,40,23,5,3,25,0,1,0,1,0,0,1
1,0,0,1,0,1,1,12,11,18,18,4,1,16,4,8,8,8,16,40,24,8,3,25,0,1,0,1,0,0,0
1,1,1,0,1,6,1,8,11,1,4,12,1,18,18,16,13,1,16,27,24,4,3,25,0,1,0.0,0,3.557,6,0
1,1,1,0,1,6,2,8,11,1,4,12,1,14,13,8,8,1,8,27,23,4,3,25,0,1,0.0,0,3.557,6,0
1,0,1,0,1,6,1,8,11,1,4,12,1,16,4,8,8,1,16,27,24,7,3,25,0,1,0.0,0,3.557,6,0
1,1,0,1,1,9,1,12,11,8,1,1,1,18,18,16,13,1,16,27,24,3,3,25,0,2,0,1,0,11,0
1,1,0,1,1,9,2,12,11,8,1,1,1,14,13,8,8,1,8,27,23,3,3,25,0,2,0,1,0,11,0
1,0,0,1,1,9,1,12,11,8,1,1,1,16,4,8,8,1,16,27,24,6,3,25,0,2,0,1,0,11,0
1,1,1,0,1,2,1,8,11,1,1,6,8,18,18,16,13,8,16,23,24,2,3,25,0,1,0.275,0,3.12,13,0
1,1,1,0,1,2,2,8,11,1,1,6,8,14,13,8,8,8,8,23,23,2,3,25,0,1,0.275,0,3.12,13,0
1,0,1,0,1,2,1,8,11,1,1,6,8,16,4,8,8,8,16,23,24,5,3,25,0,1,0.275,0,3.12,13,0
1,1,1,0,1,1,1,8,11,6,8,5,4,18,18,16,13,18,16,32,24,1,3,25,0,1,0,1,0,16,0
1,1,1,0,1,1,2,8,11,6,8,5,4,14,13,8,8,18,8,32,23,1,3,25,0,1,0,1,0,16,0
1,0,1,0,1,1,1,8,11,6,8,5,4,16,4,8,8,18,16,32,24,4,3,25,0,1,0,1,0,16,0
1,1,1,0,1,1,1,8,11,1,3,13,18,18,18,16,13,8,16,11,24,0,3,25,0,3,0.422,0,6.579,12,0
1,1,1,0,1,1,2,8,11,1,3,13,18,14,13,8,8,8,8,11,23,0,3,25,0,3,0.422,0,6.579,12,0
1,0,1,0,1,1,1,8,11,1,3,13,18,16,4,8,8,8,16,11,24,3,3,25,0,3,0.422,0,6.579,12,0
2,1,1,0,0,1,1,8,11,18,18,12,12,18,18,16,13,1,16,40,24,13,3,25,0,3,0.274,0,7.149,9,0
2,1,1,0,0,1,2,8,11,18,18,12,12,14,13,8,8,1,8,40,23,13,3,25,0,3,0.274,0,7.149,9,0
2,0,1,0,0,1,1,8,11,18,18,12,12,16,4,8,8,1,16,40,24,16,3,25,0,3,0.274,0,7.149,9,0
2,1,0,1,1,1,1,12,11,8,18,12,4,18,18,16,13,8,16,5,24,12,3,25,0,2,0,1,0,14,0
2,1,0,1,1,1,2,12,11,8,18,12,4,14,13,8,8,8,8,5,23,12,3,25,0,2,0,1,0,14,0
2,0,0,1,1,1,1,12,11,8,18,12,4,16,4,8,8,8,16,5,24,15,3,25,0,2,0,1,0,14,0
2,1,1,0,1,1,1,8,11,1,14,13,8,18,18,16,13,1,16,2,24,10,3,25,0,3,0.422,0,6.579,12,0
2,1,1,0,1,1,2,8,11,1,14,13,8,14,13,8,8,1,8,2,23,10,3,25,0,3,0.422,0,6.579,12,0
2,0,1,0,1,1,1,8,11,1,14,13,8,16,4,8,8,1,16,2,24,13,3,25,0,3,0.422,0,6.579,12,0
2,1,1,0,1,1,1,8,11,13,8,12,12,18,18,16,13,1,16,11,24,9,3,25,0,3,0,1,0,11,0
2,1,1,0,1,1,2,8,11,13,8,12,12,14,13,8,8,1,8,11,23,9,3,25,0,3,0,1,0,11,0
2,0,1,0,1,1,1,8,11,13,8,12,12,16,4,8,8,1,16,11,24,12,3,25,0,3,0,1,0,11,0
2,1,0,1,1,1,1,12,11,8,13,12,5,18,18,16,13,8,16,5,24,8,3,25,0,2,0,1,0,14,0
2,1,0,1,1,1,2,12,11,8,13,12,5,14,13,8,8,8,8,5,23,8,3,25,0,2,0,1,0,14,0
2,0,0,1,1,1,1,12,11,8,13,12,5,16,4,8,8,8,16,5,24,11,3,25,0,2,0,1,0,14,0
2,0,1,0,1,0,1,8,11,16,13,13,18,18,18,16,13,16,16,24,24,6,3,25,0,2,0,1,0,13,0
2,0,1,0,1,0,2,8,11,16,13,13,18,14,13,8,8,16,8,24,23,6,3,25,0,2,0,1,0,13,0
2,0,1,0,1,0,1,8,11,16,13,13,18,16,4,8,8,16,16,24,24,9,3,25,0,2,0,1,0,13,0
3,1,1,0,1,12,1,8,11,9,18,4,3,18,18,16,13,16,16,27,24,17,3,25,0,1,0.369,0,1.456,9,0
3,1,1,0,1,12,2,8,11,9,18,4,3,14,13,8,8,16,8,27,23,17,3,25,0,1,0.369,0,1.456,9,0
3,0,1,0,1,12,1,8,11,9,18,4,3,16,4,8,8,16,16,27,24,20,3,25,0,1,0.369,0,1.456,9,0
3,1,1,0,1,1,1,8,11,1,3,8,5,18,18,16,13,16,16,26,24,16,3,25,0,1,0,1,0,15,0
3,1,1,0,1,1,2,8,11,1,3,8,5,14,13,8,8,16,8,26,23,16,3,25,0,1,0,1,0,15,0
3,0,1,0,1,1,1,8,11,1,3,8,5,16,4,8,8,16,16,26,24,19,3,25,0,1,0,1,0,15,0
3,1,1,0,1,2,1,8,11,8,1,5,8,18,18,16,13,8,16,23,24,15,3,25,0,3,0.274,0,7.149,9,0
3,1,1,0,1,2,2,8,11,8,1,5,8,14,13,8,8,8,8,23,23,15,3,25,0,3,0.274,0,7.149,9,0
3,0,1,0,1,2,1,8,11,8,1,5,8,16,4,8,8,8,16,23,24,18,3,25,0,3,0.274,0,7.149,9,0
3,1,1,0,1,2,1,8,11,5,8,2,13,18,18,16,13,8,16,11,24,14,3,25,0,3,0,1,0,11,0
3,1,1,0,1,2,2,8,11,5,8,2,13,14,13,8,8,8,8,11,23,14,3,25,0,3,0,1,0,11,0
3,0,1,0,1,2,1,8,11,5,8,2,13,16,4,8,8,8,16,11,24,17,3,25,0,3,0,1,0,11,0
1,0,1,0,1,6,10,8,11,1,18,16,8,9,2,16,3,16,9,27,23,6,3,10,0,2,-0.004,0,4.748,9,0
1,0,1,0,1,1,10,8,11,16,8,12,1,9,2,16,3,8,9,23,23,5,3,10,0,1,0.152,0,5.374,10,0
1,0,0,1,1,2,10,12,11,8,16,1,8,9,2,16,3,8,9,23,23,4,3,10,0,4,0,1,0,14,0
1,0,1,0,1,2,10,8,11,1,12,8,13,9,2,16,3,8,9,23,23,3,3,10,0,2,0.327,0,2.674,12,0
1,1,1,0,1,3,10,8,11,8,1,13,14,9,2,16,3,16,9,24,23,2,3,10,0,1,0.353,0,3.37,12,0
1,0,0,1,1,7,10,12,11,9,3,16,1,9,2,16,3,16,9,27,23,1,3,10,0,4,0,1,0,14,0
1,0,1,0,1,3,10,8,11,1,16,16,13,9,2,16,3,16,9,26,23,0,3,10,0,4,0.596,0,6.184,7,1
2,0,1,0,1,3,10,8,11,16,4,16,1,9,2,16,3,16,9,26,23,17,3,10,0,2,0.324,0,2.256,11,0
2,1,1,0,1,2,10,8,11,1,16,2,16,9,2,16,3,16,9,27,23,16,3,10,0,4,0.596,0,6.184,7,0
2,0,1,0,1,3,10,8,11,16,2,13,3,9,2,16,3,16,9,26,23,15,3,10,0,1,0,1,0,0,0
2,0,1,0,1,6,10,8,11,3,13,14,8,9,2,16,3,8,9,27,23,14,3,10,0,1,0.229,0,6.166,8,0
2,1,1,0,1,15,10,8,11,14,8,4,8,9,2,16,3,16,9,2,23,13,3,10,0,2,0.339,0,6.292,14,0
2,1,1,0,1,1,10,8,11,4,8,5,8,9,2,16,3,8,9,40,23,12,3,10,0,1,0.642,0,7.503,8,0
2,1,1,0,1,1,10,8,11,5,8,13,13,9,2,16,3,8,9,11,23,11,3,10,0,1,0.571,0,7.617,9,0
2,0,0,1,1,2,10,12,11,16,13,8,13,9,2,16,3,8,9,23,23,10,3,10,0,2,0,1,0,15,0
2,0,1,0,1,9,10,8,11,12,16,13,11,9,2,16,3,16,9,27,23,9,3,10,0,3,0.293,0,7.446,12,0
2,0,0,0,1,1,10,11,11,13,8,16,8,9,2,16,3,16,9,24,23,9,3,10,0,3,0.496,0,1.139,0,0
2,0,1,0,1,2,10,8,11,16,11,1,8,9,2,16,3,16,9,26,23,8,3,10,0,1,0,1,0,14,0
3,0,0,1,0,1,10,12,11,18,18,16,3,9,2,16,3,16,9,24,23,27,3,10,0,2,0,1,0,15,0
3,0,1,0,1,2,10,8,11,6,3,8,13,9,2,16,3,8,9,23,23,26,3,10,0,1,0.375,0,2.374,12,0
3,0,1,0,1,3,10,8,11,8,6,13,5,9,2,16,3,16,9,26,23,25,3,10,0,1,0,1,0,12,0
3,0,1,0,1,1,10,8,11,1,9,16,1,9,2,16,3,16,9,26,23,24,3,10,0,3,0.293,0,7.446,12,0
3,0,1,0,1,6,10,8,11,1,16,12,8,9,2,16,3,16,9,27,23,23,3,10,0,2,-0.004,0,4.748,9,0
3,0,0,1,1,4,10,12,11,8,1,8,13,9,2,16,3,8,9,23,23,22,3,10,0,1,0,1,0,16,0
3,0,1,0,1,10,10,8,11,12,8,13,6,9,2,16,3,16,9,27,23,21,3,10,0,1,0,1,0,0,0
3,0,0,1,1,2,10,12,11,6,13,8,8,9,2,16,3,8,9,23,23,20,3,10,0,1,0,1,0,14,0
3,0,1,0,1,2,10,8,11,12,6,8,2,9,2,16,3,8,9,23,23,19,3,10,0,1,0,1,0,12,0
3,1,1,0,1,2,10,8,11,8,12,2,13,9,2,16,3,16,9,27,23,18,3,10,0,1,0.297,0,6.777,11,0
0,1,1,0,0,9,6,8,11,18,18,12,16,4,8,3,16,16,16,27,27,8,3,24,0.75,1,0,1,0,9,0
0,1,0,1,1,9,6,12,11,8,18,16,8,4,8,3,16,16,16,27,27,7,3,24,0.708,1,0,1,0,16,0
0,1,1,0,1,9,6,8,11,16,12,1,8,4,8,3,16,1,16,27,27,6,3,24,0.625,3,0,1,0,15,0
0,1,1,0,1,1,6,8,11,1,8,8,2,4,8,3,16,16,16,24,27,5,3,24,0.542,3,0.62,0,7.306,8,1
0,1,1,0,1,2,6,8,11,8,1,2,8,4,8,3,16,16,16,27,27,4,3,24,0.5,1,0.279,0,2.215,10,0
0,1,1,0,1,7,6,8,11,2,8,9,9,4,8,3,16,16,16,27,27,3,3,24,0.417,1,0,1,0,16,0
0,1,1,0,1,3,6,8,11,9,9,8,13,4,8,3,16,8,16,23,27,2,3,24,0.292,1,0.029,0,8.686,11,0
0,1,1,0,1,3,6,8,11,8,9,13,14,4,8,3,16,16,16,26,27,1,3,24,0.25,1,0,1,0,16,0
0,1,1,0,1,1,6,8,11,1,14,4,11,4,8,3,16,16,16,24,27,0,3,24,0.083,1,0.268,0,8.952,16,0
1,1,1,0,0,1,6,8,11,18,18,13,12,4,8,3,16,18,16,32,27,10,3,24,0,3,0.048,0,8.69,12,0
1,1,0,1,2,1,6,12,11,13,8,18,18,4,8,3,16,8,16,29,27,9,3,24,0,2,0,1,0,14,0
2,1,1,0,0,1,6,8,11,18,18,16,12,4,8,3,16,16,16,24,27,18,3,24,0,1,0,1,0,13,0
2,1,0,1,1,2,6,12,11,16,8,8,2,4,8,3,16,8,16,23,27,17,3,24,0,5,0,1,0,14,0
2,1,1,0,1,2,6,8,11,12,16,2,3,4,8,3,16,16,16,27,27,16,3,24,0,2,0.098,0,7.483,14,0
2,1,1,0,1,2,6,8,11,9,6,2,13,4,8,3,16,16,16,27,27,15,3,24,0,4,0.0,0,3.557,6,0
2,1,1,0,1,5,6,8,11,1,14,1,8,4,8,3,16,1,16,27,27,14,3,24,0,4,0.0,0,3.557,6,0
2,1,1,0,1,3,6,8,11,1,8,5,8,4,8,3,16,16,16,26,27,13,3,24,0,2,0,1,0,15,0
2,1,1,0,1,3,6,8,11,5,8,4,16,4,8,3,16,8,16,11,27,12,3,24,0,3,0.271,0,7.365,16,0
2,1,1,0,1,6,6,8,11,16,4,13,18,4,8,3,16,16,16,27,27,11,3,24,0,1,0,1,0,12,0
3,1,1,0,0,9,6,8,11,18,18,12,12,4,8,3,16,1,16,27,27,32,3,24,0,1,0,1,0,13,0
3,1,0,1,1,2,6,12,11,8,18,12,13,4,8,3,16,8,16,5,27,31,3,24,0,1,0,1,0,16,0
3,1,1,0,1,9,6,8,11,13,12,12,5,4,8,3,16,8,16,11,27,29,3,24,0,1,0,1,0,11,0
3,1,0,1,1,1,6,12,11,8,13,5,12,4,8,3,16,8,16,5,27,28,3,24,0,1,0,1,0,16,0
3,1,0,1,1,1,6,12,11,5,12,12,12,4,8,3,16,8,16,11,27,27,3,24,0,1,0,1,0,16,0
3,1,1,0,1,9,6,8,11,1,12,16,8,4,8,3,16,16,16,27,27,24,3,24,0,2,0.109,0,3.62,10,0
3,1,1,0,1,5,6,8,11,16,8,13,14,4,8,3,16,16,16,27,27,23,3,24,0,1,0.169,0,2.072,12,0
3,0,1,0,1,5,6,8,11,3,2,1,1,4,8,3,16,1,16,27,27,22,3,24,0,1,0.352,0,7.215,11,0
3,1,1,0,1,5,6,8,11,1,1,16,12,4,8,3,16,16,16,27,27,21,3,24,0,1,0,1,0,16,0
3,1,0,1,1,2,6,12,11,16,8,1,8,4,8,3,16,8,16,23,27,20,3,24,0,5,0,1,0,14,0
3,1,1,0,1,1,6,8,11,1,12,13,18,4,8,3,16,16,16,24,27,19,3,24,0,1,0.136,0,4.867,10,0
0,1,0,1,0,1,1,12,11,18,18,12,16,14,13,4,8,16,16,24,24,1,3,21,0.238,1,0,1,0,0,1
1,1,1,0,0,9,1,8,11,18,18,12,16,14,13,4,8,16,16,27,24,11,3,21,0,1,0,1,0,9,0
1,1,0,1,1,9,1,12,11,8,18,16,8,14,13,4,8,16,16,27,24,10,3,21,0,1,0,1,0,16,0
1,1,1,0,1,9,1,8,11,16,12,1,8,14,13,4,8,1,16,27,24,9,3,21,0,3,0,1,0,15,0
1,1,1,0,1,1,1,8,11,1,8,8,2,14,13,4,8,16,16,24,24,8,3,21,0,3,0.62,0,7.306,8,0
1,1,1,0,1,2,1,8,11,8,1,2,8,14,13,4,8,16,16,27,24,7,3,21,0,1,0.279,0,2.215,10,0
1,1,1,0,1,7,1,8,11,2,8,9,9,14,13,4,8,16,16,27,24,6,3,21,0,1,0,1,0,16,0
1,1,1,0,1,3,1,8,11,9,9,8,13,14,13,4,8,8,16,23,24,5,3,21,0,1,0.029,0,8.686,11,0
1,1,1,0,1,3,1,8,11,8,9,13,14,14,13,4,8,16,16,26,24,4,3,21,0,1,0,1,0,16,0
1,1,1,0,1,1,1,8,11,1,14,4,11,14,13,4,8,16,16,24,24,3,3,21,0,1,0.268,0,8.952,16,0
1,1,0,0,1,6,1,11,11,4,8,3,16,14,13,4,8,16,16,27,24,3,3,21,0,9,1.0,0,3.27,0,0
1,1,1,0,1,2,1,8,11,1,16,13,18,14,13,4,8,16,16,26,24,2,3,21,0,2,0.192,0,2.219,13,0
2,1,1,0,0,1,1,8,11,18,18,13,12,14,13,4,8,18,16,32,24,13,3,21,0,3,0.048,0,8.69,12,0
2,1,0,1,2,1,1,12,11,13,8,18,18,14,13,4,8,8,16,29,24,12,3,21,0,2,0,1,0,14,0
3,1,1,0,0,1,1,8,11,18,18,16,12,14,13,4,8,16,16,24,24,21,3,21,0,1,0,1,0,13,0
3,1,0,1,1,2,1,12,11,16,8,8,2,14,13,4,8,8,16,23,24,20,3,21,0,5,0,1,0,14,0
3,1,1,0,1,2,1,8,11,12,16,2,3,14,13,4,8,16,16,27,24,19,3,21,0,2,0.098,0,7.483,14,0
3,1,1,0,1,2,1,8,11,9,6,2,13,14,13,4,8,16,16,27,24,18,3,21,0,5,0.0,0,3.557,6,0
3,1,1,0,1,5,1,8,11,1,14,1,8,14,13,4,8,1,16,27,24,17,3,21,0,5,0.0,0,3.557,6,0
3,1,1,0,1,3,1,8,11,1,8,5,8,14,13,4,8,16,16,26,24,16,3,21,0,2,0,1,0,15,0
3,1,1,0,1,3,1,8,11,5,8,4,16,14,13,4,8,8,16,11,24,15,3,21,0,3,0.271,0,7.365,16,0
3,1,1,0,1,6,1,8,11,16,4,13,18,14,13,4,8,16,16,27,24,14,3,21,0,1,0,1,0,12,0
0,1,1,0,1,1,6,8,11,6,18,3,16,16,3,1,8,3,16,27,27,0,3,19,0.158,1,0.408,0,1.937,10,0
1,1,1,0,0,1,6,8,11,18,18,16,8,16,3,1,8,16,16,24,27,2,3,19,0,3,0.62,0,7.306,8,1
1,1,1,0,1,3,6,8,11,16,8,3,16,16,3,1,8,16,16,26,27,1,3,19,0,3,0.085,0,8.188,14,0
2,1,0,1,0,1,6,12,11,18,18,12,16,16,3,1,8,16,16,24,27,8,3,19,0,1,0,1,0,0,0
2,1,0,0,1,1,6,11,11,14,13,4,8,16,3,1,8,16,16,24,27,7,3,19,0,8,1.0,0,3.27,0,0
2,1,1,0,1,3,6,8,11,4,11,16,3,16,3,1,8,16,16,26,27,6,3,19,0,2,0.401,0,6.825,11,0
2,1,1,0,1,3,6,8,11,16,14,13,8,16,3,1,8,16,16,26,27,5,3,19,0,3,0.085,0,8.188,14,0
2,1,1,0,1,1,6,8,11,13,8,13,2,16,3,1,8,8,16,29,27,4,3,19,0,1,0,1,0,0,0
2,1,1,0,1,13,6,8,11,2,13,13,18,16,3,1,8,16,16,27,27,3,3,19,0,2,0.104,0,8.54,14,0
3,1,1,0,0,9,6,8,11,18,18,12,16,16,3,1,8,16,16,27,27,18,3,19,0,1,0,1,0,9,0
3,1,0,1,1,9,6,12,11,8,18,16,8,16,3,1,8,16,16,27,27,17,3,19,0,1,0,1,0,16,0
3,1,1,0,1,9,6,8,11,16,12,1,8,16,3,1,8,1,16,27,27,16,3,19,0,3,0,1,0,15,0
3,1,1,0,1,1,6,8,11,1,8,8,2,16,3,1,8,16,16,24,27,15,3,19,0,3,0.62,0,7.306,8,0
3,1,1,0,1,2,6,8,11,8,1,2,8,16,3,1,8,16,16,27,27,14,3,19,0,1,0.279,0,2.215,10,0
3,1,1,0,1,7,6,8,11,2,8,9,9,16,3,1,8,16,16,27,27,13,3,19,0,1,0,1,0,16,0
3,1,1,0,1,3,6,8,11,9,9,8,13,16,3,1,8,8,16,23,27,12,3,19,0,1,0.029,0,8.686,11,0
3,1,1,0,1,3,6,8,11,8,9,13,14,16,3,1,8,16,16,26,27,11,3,19,0,1,0,1,0,16,0
3,1,1,0,1,1,6,8,11,1,14,4,11,16,3,1,8,16,16,24,27,10,3,19,0,1,0.268,0,8.952,16,0
3,1,0,0,1,6,6,11,11,4,8,3,16,16,3,1,8,16,16,27,27,10,3,19,0,8,1.0,0,3.27,0,0
3,1,1,0,1,2,6,8,11,1,16,13,18,16,3,1,8,16,16,26,27,9,3,19,0,2,0.192,0,2.219,13,0
0,1,1,0,0,2,1,8,11,18,18,8,16,16,8,8,16,8,16,23,24,1,3,9,0.333,3,0.62,0,7.306,8,1
0,1,1,0,1,6,1,8,11,8,18,16,11,16,8,8,16,16,16,27,24,0,3,9,0.222,1,-0.023,0,0.995,11,0
1,1,1,0,1,1,1,8,11,6,18,3,16,16,8,8,16,3,16,27,24,7,3,9,0,1,0.408,0,1.937,10,0
1,1,0,0,1,6,1,11,11,16,3,1,8,16,8,8,16,16,16,27,24,7,3,9,0,8,1.0,0,3.27,0,0
1,1,1,0,1,1,1,8,11,1,11,13,14,16,8,8,16,16,16,24,24,6,3,9,0,2,0.192,0,2.219,13,0
1,1,1,0,1,2,1,8,11,14,13,2,3,16,8,8,16,16,16,2,24,5,3,9,0,3,0.085,0,8.188,14,0
1,1,1,0,1,3,1,8,11,4,3,13,16,16,8,8,16,8,16,40,24,4,3,9,0,2,0.104,0,8.54,14,0
1,0,1,0,1,0,1,8,11,16,13,12,13,16,8,8,16,16,16,24,24,3,3,9,0,1,0,1,0,16,0
2,1,1,0,0,1,1,8,11,18,18,16,8,16,8,8,16,16,16,24,24,9,3,9,0,3,0.62,0,7.306,8,0
2,1,1,0,1,3,1,8,11,16,8,3,16,16,8,8,16,16,16,26,24,8,3,9,0,3,0.085,0,8.188,14,0
3,1,0,1,0,1,1,12,11,18,18,12,16,16,8,8,16,16,16,24,24,15,3,9,0,1,0,1,0,0,0
3,1,0,0,1,1,1,11,11,14,13,4,8,16,8,8,16,16,16,24,24,14,3,9,0,8,1.0,0,3.27,0,0
3,1,1,0,1,3,1,8,11,4,11,16,3,16,8,8,16,16,16,26,24,13,3,9,0,2,0.401,0,6.825,11,0
3,1,1,0,1,3,1,8,11,16,14,13,8,16,8,8,16,16,16,26,24,12,3,9,0,3,0.085,0,8.188,14,0
