distance_pronoun_antecedent,number_agreement,is_proper_noun,antecedent_position,case_antecedent,case_pronoun,pos_mention,pos_pronoun,pos_before_mention_1,pos_before_mention_2,pos_after_mention_1,pos_after_mention_2,pos_before_pronoun_1,pos_before_pronoun_2,pos_after_pronoun_1,pos_after_pronoun_2,pos_head_mention,pos_head_pronoun,syntactic_function_mention,syntactic_function_pronoun,nouns_between_mentions,pronoun_value,pronoun_sentence_length,normalized_distance,mention_local_score,tkachenko_embedding,missing_tkachenko_embedding,eleri_abstractness_score,mention_global_score,category
0,0,1,0,1,4,2,8,11,1,11,13,11,8,1,1,8,8,8,23,23,0,1,29,0.069,1,0.22,0,6.083,12,0
0,0,0,0,1,2,2,11,11,13,8,8,1,8,1,1,8,8,8,23,23,1,1,29,0.138,5,0.513,0,1.139,0,0
0,0,1,0,1,9,2,8,11,11,13,1,1,8,1,1,8,1,8,27,23,1,1,29,0.172,1,0,1,0,13,0
0,1,1,0,1,10,2,8,11,1,1,5,8,8,1,1,8,8,8,23,23,2,1,29,0.276,1,0.293,0,1.825,12,0
0,1,1,0,1,10,2,8,11,5,8,8,16,8,1,1,8,8,8,11,23,3,1,29,0.345,2,0.308,0,4.992,7,0
0,1,1,0,1,1,2,8,11,8,5,16,8,8,1,1,8,16,8,24,23,4,1,29,0.379,2,0.537,0,6.184,7,0
0,0,1,0,1,3,2,8,11,16,8,1,8,8,1,1,8,16,8,26,23,5,1,29,0.448,1,0.327,0,3.346,12,0
0,0,1,0,1,2,2,8,11,1,8,8,2,8,1,1,8,8,8,23,23,6,1,29,0.517,1,0,1,0,10,0
0,0,1,0,1,2,2,8,11,8,1,2,13,8,1,1,8,16,8,27,23,7,1,29,0.552,1,0.143,0,1.812,13,0
0,0,0,0,1,1,2,11,11,16,13,13,18,8,1,1,8,16,8,24,23,8,1,29,0.724,1,0.87,0,3.27,0,0
2,0,1,0,0,1,2,8,11,18,18,12,12,8,1,1,8,12,8,23,23,33,1,29,0,4,-0.032,0,6.9,13,0
2,0,0,1,1,1,2,12,11,8,18,12,16,8,1,1,8,16,8,24,23,32,1,29,0,2,0,1,0,13,0
2,0,0,1,1,9,2,12,11,16,12,3,8,8,1,1,8,16,8,27,23,30,1,29,0,4,0,1,0,13,0
2,0,1,0,1,0,2,8,11,3,12,8,8,8,1,1,8,8,8,23,23,29,1,29,0,3,0,1,0,10,0
2,0,1,0,1,2,2,8,11,8,3,8,8,8,1,1,8,8,8,23,23,28,1,29,0,4,0,1,0,14,0
2,0,1,0,1,2,2,8,11,8,8,8,8,8,1,1,8,8,8,23,23,27,1,29,0,1,0,1,0,16,0
2,0,1,0,1,2,2,8,11,8,8,8,5,8,1,1,8,8,8,23,23,26,1,29,0,2,0,1,0,12,0
2,0,1,0,1,2,2,8,11,8,8,5,16,8,1,1,8,16,8,26,23,25,1,29,0,2,0,1,0,14,0
2,0,1,0,1,5,2,8,11,16,5,13,3,8,1,1,8,16,8,27,23,24,1,29,0,1,0,1,0,16,0
2,0,0,0,1,1,2,11,11,4,3,3,1,8,1,1,8,8,8,40,23,24,1,29,0,1,0.777,0,2.133,16,0
2,0,1,0,1,1,2,8,11,1,3,13,3,8,1,1,8,16,8,11,23,23,1,29,0,2,0,1,0,14,0
2,0,0,1,1,2,2,12,11,3,13,8,8,8,1,1,8,8,8,23,23,22,1,29,0,1,0,1,0,6,0
2,0,1,0,1,1,2,8,11,12,3,8,4,8,1,1,8,16,8,24,23,21,1,29,0,1,0.225,0,7.651,15,0
2,0,1,0,1,6,2,8,11,8,12,4,16,8,1,1,8,16,8,27,23,20,1,29,0,1,0,1,0,16,0
1,0,1,0,1,1,2,8,11,13,18,12,16,8,1,1,8,12,8,23,23,19,1,29,0,4,-0.032,0,6.9,13,0
1,0,0,1,1,1,2,12,11,8,13,16,3,8,1,1,8,16,8,24,23,18,1,29,0,2,0,1,0,15,0
1,1,1,0,1,14,2,8,11,1,3,8,8,8,1,1,8,16,8,27,23,17,1,29,0,1,0.234,0,1.37,12,0
1,0,1,0,1,2,2,8,11,8,1,8,8,8,1,1,8,8,8,23,23,16,1,29,0,4,0,1,0,14,0
1,0,1,0,1,2,2,8,11,8,8,8,13,8,1,1,8,8,8,23,23,15,1,29,0,1,0,1,0,16,0
1,0,1,0,1,6,2,8,11,8,8,13,5,8,1,1,8,8,8,23,23,14,1,29,0,1,-0.038,0,1.97,13,0
1,0,1,0,1,3,2,8,11,11,16,1,8,8,1,1,8,16,8,26,23,13,1,29,0,1,0.289,0,4.474,8,0
1,0,1,0,1,2,2,8,11,1,8,5,8,8,1,1,8,16,8,27,23,12,1,29,0,1,0.252,0,1.03,15,0
1,0,1,0,1,14,2,8,11,5,8,13,13,8,1,1,8,8,8,11,23,11,1,29,0,1,0.158,0,1.091,16,0
1,0,1,0,1,0,2,8,11,16,13,8,12,8,1,1,8,8,8,23,23,10,1,29,0,3,0,1,0,10,0
1,0,1,0,1,2,2,8,11,8,16,12,8,8,1,1,8,8,8,23,23,9,1,29,0,4,0,1,0,14,0
1,0,0,1,1,9,2,12,11,8,8,8,8,8,1,1,8,8,8,23,23,8,1,29,0,4,0,1,0,13,0
1,0,1,0,1,2,2,8,11,12,8,8,8,8,1,1,8,8,8,23,23,7,1,29,0,1,-0.15,0,6.856,12,0
1,0,1,0,1,1,2,8,11,8,12,8,12,8,1,1,8,16,8,24,23,6,1,29,0,2,0,1,0,12,0
1,0,1,0,1,1,2,8,11,8,8,12,12,8,1,1,8,8,8,5,23,5,1,29,0,1,0,1,0,16,0
1,0,0,1,1,1,2,12,11,8,8,12,13,8,1,1,8,8,8,5,23,4,1,29,0,1,0,1,0,16,0
3,0,1,0,0,1,2,8,11,18,18,13,12,8,1,1,8,18,8,32,23,36,1,29,0,3,-0.009,0,8.69,12,0
3,0,0,1,1,1,2,12,11,13,8,12,18,8,1,1,8,8,8,29,23,35,1,29,0,1,0,1,0,14,0
-1,0,1,0,0,1,2,8,11,18,18,12,12,8,1,1,8,8,8,23,23,8,1,29,0,4,-0.032,0,6.9,13,0
-1,0,0,1,1,1,2,12,11,8,18,12,8,8,1,1,8,8,8,5,23,9,1,29,0,2,0,1,0,13,0
-1,1,1,0,1,6,2,8,11,12,12,4,8,8,1,1,8,8,8,27,23,11,1,29,0,3,-0.07,0,4.242,8,0
-1,0,1,0,1,0,2,8,11,4,8,8,8,8,1,1,8,8,8,23,23,12,1,29,0,3,0,1,0,10,0
-1,0,1,0,1,2,2,8,11,8,4,8,12,8,1,1,8,8,8,23,23,13,1,29,0,4,0,1,0,14,0
-1,0,1,0,1,15,2,8,11,8,8,12,8,8,1,1,8,18,8,32,23,14,1,29,0,1,0,1,0,15,0
-1,0,0,1,1,2,2,12,11,8,8,8,8,8,1,1,8,8,8,23,23,15,1,29,0,4,0,1,0,13,0
-1,1,1,0,1,2,2,8,11,12,8,8,13,8,1,1,8,8,8,23,23,16,1,29,0,1,0,1,0,16,0
-1,0,1,0,1,2,2,8,11,8,12,13,3,8,1,1,8,8,8,23,23,17,1,29,0,1,0,1,0,0,0
-1,1,1,0,1,2,2,8,11,3,13,13,8,8,1,1,8,8,8,23,23,18,1,29,0,1,0,1,0,0,0
-1,0,1,0,1,1,2,8,11,13,8,8,13,8,1,1,8,8,8,40,23,19,1,29,0,1,0.017,0,2.64,13,0
-1,0,1,0,1,5,2,8,11,8,13,13,11,8,1,1,8,8,8,23,23,20,1,29,0,2,0.223,0,2.155,11,0
-1,0,0,0,1,1,2,11,11,13,8,16,12,8,1,1,8,16,8,24,23,21,1,29,0,5,0.513,0,1.139,0,0
-1,0,0,1,1,6,2,12,11,16,11,11,16,8,1,1,8,16,8,27,23,21,1,29,0,4,0,1,0,13,0
-1,0,0,0,1,6,2,11,11,12,16,16,5,8,1,1,8,12,8,23,23,22,1,29,0,1,0.693,0,1.579,16,0
-1,1,1,0,1,3,2,8,11,1,16,6,8,8,1,1,8,16,8,26,23,22,1,29,0,1,0.147,0,5.315,12,0
-1,1,1,0,1,6,2,8,11,6,8,13,18,8,1,1,8,16,8,27,23,23,1,29,0,2,0.223,0,2.155,11,0
-2,0,1,0,0,1,2,8,11,18,18,13,12,8,1,1,8,18,8,32,23,24,1,29,0,3,-0.009,0,8.69,12,0
-2,0,0,1,2,1,2,12,11,13,8,18,18,8,1,1,8,8,8,29,23,25,1,29,0,1,0,1,0,14,0
0,1,1,0,1,1,5,8,11,13,18,4,11,4,8,1,3,1,1,40,27,0,1,28,0.071,1,0.301,0,2.815,13,0
0,1,1,0,1,1,5,8,11,14,14,16,8,4,8,1,3,16,1,24,27,0,1,28,0.214,4,-0.009,0,8.69,12,0
0,1,1,0,1,3,5,8,11,16,8,13,3,4,8,1,3,16,1,26,27,1,1,28,0.286,1,0.422,0,1.937,10,0
0,1,1,0,1,1,5,8,11,3,13,16,8,4,8,1,3,16,1,24,27,2,1,28,0.393,3,0.183,0,4.946,16,0
0,0,1,0,1,3,5,8,11,16,8,5,1,4,8,1,3,16,1,26,27,3,1,28,0.464,2,0.262,0,7.517,13,0
0,0,1,0,1,3,5,8,11,1,5,5,11,4,8,1,3,8,1,11,27,4,1,28,0.571,1,0.322,0,7.355,10,0
0,0,0,0,1,2,5,11,11,5,8,8,6,4,8,1,3,8,1,23,27,5,1,28,0.643,1,0.777,0,2.133,16,0
0,1,1,0,1,1,5,8,11,11,5,6,8,4,8,1,3,1,1,40,27,5,1,28,0.679,1,0,1,0,16,0
0,1,1,0,1,6,5,8,11,6,8,4,1,4,8,1,3,1,1,27,27,6,1,28,0.75,1,0.348,0,3.471,7,0
2,1,1,0,1,10,5,8,11,16,18,13,1,4,8,1,3,16,1,27,27,22,1,28,0,1,-0.19,0,4.393,12,0
2,1,1,0,1,10,5,8,11,1,13,4,12,4,8,1,3,8,1,5,27,21,1,28,0,1,-0.263,0,4.811,11,0
2,1,0,1,1,1,5,12,11,4,8,12,8,4,8,1,3,8,1,23,27,20,1,28,0,2,0,1,0,14,0
2,1,1,0,1,9,5,8,11,12,12,3,8,4,8,1,3,18,1,32,27,18,1,28,0,1,0,1,0,16,0
2,1,1,0,1,2,5,8,11,3,8,13,12,4,8,1,3,12,1,23,27,17,1,28,0,1,0,1,0,0,0
2,1,0,1,1,1,5,12,11,13,8,12,8,4,8,1,3,8,1,23,27,16,1,28,0,2,0,1,0,14,0
2,1,1,0,1,2,5,8,11,12,12,5,1,4,8,1,3,8,1,11,27,14,1,28,0,1,0,1,0,16,0
2,1,1,0,1,2,5,8,11,1,5,12,12,4,8,1,3,8,1,11,27,13,1,28,0,1,0.234,0,6.699,14,0
2,1,0,1,1,1,5,12,11,8,1,12,13,4,8,1,3,8,1,23,27,12,1,28,0,1,0,1,0,12,0
2,1,1,0,1,1,5,8,11,13,12,13,11,4,8,1,3,8,1,29,27,10,1,28,0,2,0.197,0,7.649,11,0
2,1,0,0,1,3,5,11,11,13,8,8,9,4,8,1,3,16,1,26,27,10,1,28,0,2,0.489,0,1.415,0,0
2,1,1,0,1,11,5,8,11,11,13,9,16,4,8,1,3,16,1,27,27,9,1,28,0,7,-0.065,0,3.557,6,0
2,1,0,1,1,3,5,12,11,14,16,13,8,4,8,1,3,16,1,2,27,8,1,28,0,1,0,1,0,0,0
2,1,1,0,1,1,5,8,11,13,12,13,8,4,8,1,3,8,1,24,27,7,1,28,0,1,0,1,0,16,0
2,0,1,0,1,1,5,8,11,13,8,5,8,4,8,1,3,8,1,5,27,6,1,28,0,1,0,1,0,16,0
2,0,1,0,1,1,5,8,11,5,8,13,13,4,8,1,3,8,1,11,27,5,1,28,0,3,0.183,0,4.946,16,0
1,1,0,1,1,9,5,12,11,4,3,3,1,4,8,1,3,1,1,27,27,4,1,28,0,3,0,1,0,8,0
1,0,1,0,1,1,5,8,11,1,3,13,11,4,8,1,3,3,1,40,27,3,1,28,0,5,0.289,0,4.474,8,0
1,0,0,0,1,1,5,11,11,13,8,4,16,4,8,1,3,16,1,24,27,3,1,28,0,5,0.513,0,1.139,0,0
1,1,1,0,1,9,5,8,11,16,4,6,5,4,8,1,3,16,1,27,27,2,1,28,0,1,0.407,0,2.376,13,0
1,1,1,0,1,6,5,8,11,1,5,13,18,4,8,1,3,16,1,27,27,1,1,28,0,7,-0.065,0,3.557,6,0
3,1,1,0,0,2,5,8,11,18,18,12,8,4,8,1,3,8,1,23,27,33,1,28,0,4,0,1,0,13,0
3,1,0,1,1,2,5,12,11,8,18,8,5,4,8,1,3,8,1,5,27,32,1,28,0,1,0,1,0,15,0
3,1,1,0,1,1,5,8,11,12,8,5,8,4,8,1,3,16,1,26,27,31,1,28,0,2,0.148,0,6.166,8,0
3,0,1,0,1,1,5,8,11,5,8,1,8,4,8,1,3,8,1,11,27,30,1,28,0,2,0,1,0,14,0
3,1,1,0,1,1,5,8,11,1,8,13,1,4,8,1,3,8,1,5,27,29,1,28,0,2,0.424,0,7.247,11,0
3,1,1,0,1,6,5,8,11,1,13,1,12,4,8,1,3,1,1,27,27,28,1,28,0,7,-0.065,0,3.557,6,0
3,1,0,1,1,1,5,12,11,1,8,5,1,4,8,1,3,8,1,11,27,27,1,28,0,1,0,1,0,14,0
3,1,1,0,1,6,5,8,11,1,5,1,12,4,8,1,3,1,1,27,27,26,1,28,0,7,-0.065,0,3.557,6,0
3,1,0,1,1,1,5,12,11,1,8,16,12,4,8,1,3,8,1,11,27,25,1,28,0,1,0,1,0,15,0
3,1,0,1,1,2,5,12,11,16,12,8,13,4,8,1,3,8,1,23,27,24,1,28,0,2,0,1,0,13,0
3,1,1,0,1,8,5,8,11,12,16,13,18,4,8,1,3,16,1,27,27,23,1,28,0,2,0.095,0,7.903,11,0
-1,0,1,0,1,1,5,8,11,1,18,16,3,4,8,1,3,16,1,24,27,7,1,28,0,5,0.289,0,4.474,8,0
-1,1,1,0,1,2,5,8,11,3,16,1,8,4,8,1,3,8,1,23,27,8,1,28,0,2,0.262,0,7.517,13,0
-1,1,1,0,1,3,5,8,11,1,8,13,1,4,8,1,3,16,1,26,27,9,1,28,0,1,0.206,0,2.999,12,0
-1,1,1,0,1,1,5,8,11,16,13,11,8,4,8,1,3,16,1,24,27,10,1,28,0,2,0.197,0,7.649,11,0
-1,1,1,0,1,2,5,8,11,11,8,13,18,4,8,1,3,16,1,26,27,11,1,28,0,1,0,1,0,0,0
-2,1,0,1,1,2,5,12,11,13,18,1,8,4,8,1,3,8,1,23,27,12,1,28,0,1,0,1,0,16,0
-2,0,1,0,1,1,5,8,11,1,12,4,1,4,8,1,3,8,1,40,27,13,1,28,0,3,0.183,0,4.946,16,0
-2,0,1,0,1,1,5,8,11,1,4,8,8,4,8,1,3,18,1,32,27,14,1,28,0,1,0.234,0,2.468,13,0
-2,1,1,0,1,2,5,8,11,8,1,8,13,4,8,1,3,8,1,23,27,15,1,28,0,1,0,1,0,15,0
-2,0,1,0,1,5,5,8,11,8,8,13,3,4,8,1,3,8,1,23,27,16,1,28,0,1,0,1,0,15,0
-2,1,1,0,1,1,5,8,11,13,3,5,8,4,8,1,3,8,1,5,27,17,1,28,0,1,0.29,0,5.951,13,0
-2,1,1,0,1,1,5,8,11,5,8,13,13,4,8,1,3,8,1,11,27,18,1,28,0,1,0,1,0,0,0
-2,1,0,0,1,2,5,11,11,13,13,1,8,4,8,1,3,8,1,23,27,19,1,28,0,5,0.513,0,1.139,0,0
-2,1,1,0,1,6,5,8,11,1,11,16,1,4,8,1,3,16,1,27,27,19,1,28,0,1,0.25,0,6.868,12,0
-2,1,0,1,1,2,5,12,11,1,16,8,5,4,8,1,3,8,1,23,27,20,1,28,0,1,0,1,0,14,0
-2,1,1,0,1,1,5,8,11,12,1,5,1,4,8,1,3,16,1,24,27,21,1,28,0,1,0.469,0,8.417,10,0
-2,0,1,0,1,1,5,8,11,1,5,8,1,4,8,1,3,8,1,11,27,22,1,28,0,1,0,1,0,16,0
-2,0,1,0,1,12,5,8,11,8,1,1,8,4,8,1,3,1,1,27,27,23,1,28,0,1,0.152,0,4.846,15,0
-2,0,1,0,1,10,5,8,11,1,8,13,18,4,8,1,3,8,1,23,27,24,1,28,0,1,0,1,0,0,0
0,1,1,0,1,1,1,8,11,4,11,13,13,13,18,4,8,18,8,32,40,0,1,6,0.333,2,0.34,0,1.668,14,0
-1,1,1,0,0,3,1,8,11,18,18,1,8,13,18,4,8,1,8,26,40,1,1,6,0,1,0.187,0,8.96,13,0
-1,1,1,0,1,1,1,8,11,1,8,11,3,13,18,4,8,16,8,24,40,2,1,6,0,1,0.514,0,7.306,8,0
-1,1,0,0,1,6,1,11,11,8,1,3,8,13,18,4,8,3,8,27,40,3,1,6,0,1,0.494,0,4.485,0,0
-1,1,1,0,1,3,1,8,11,3,11,3,16,13,18,4,8,3,8,27,40,3,1,6,0,1,0.252,0,9.052,11,0
-1,1,1,0,1,10,1,8,11,16,3,5,8,13,18,4,8,16,8,27,40,4,1,6,0,1,0.295,0,2.034,10,0
-1,1,1,0,1,10,1,8,11,5,8,13,18,13,18,4,8,8,8,11,40,5,1,6,0,1,0,1,0,0,0
0,1,1,0,1,1,1,8,11,4,11,13,4,13,18,4,8,18,8,32,40,0,1,11,0.182,2,0.34,0,1.668,14,0
0,1,1,0,1,2,1,8,11,4,13,1,8,13,18,4,8,8,8,23,40,1,1,11,0.455,1,0,1,0,13,0
0,1,1,0,1,9,1,8,11,1,8,13,13,13,18,4,8,8,8,29,40,2,1,11,0.636,1,0.118,0,3.086,15,0
-2,1,0,0,1,1,1,11,11,13,18,4,8,13,18,4,8,8,8,40,40,6,1,6,0,3,1.0,0,1.906,15,0
-2,1,1,0,1,1,1,8,11,4,11,13,4,13,18,4,8,18,8,32,40,6,1,6,0,2,0.34,0,1.668,14,0
-2,1,1,0,1,2,1,8,11,4,13,1,8,13,18,4,8,8,8,23,40,7,1,6,0,1,0,1,0,13,0
-2,1,1,0,1,9,1,8,11,1,8,13,13,13,18,4,8,8,8,29,40,8,1,6,0,1,0.118,0,3.086,15,0
2,1,0,0,1,1,1,11,11,13,18,4,8,13,18,4,8,8,8,40,40,6,1,11,0,4,1.0,0,1.906,15,0
2,1,1,0,1,1,1,8,11,4,11,13,13,13,18,4,8,18,8,32,40,5,1,11,0,2,0.34,0,1.668,14,0
1,1,1,0,0,3,1,8,11,18,18,1,8,13,18,4,8,1,8,26,40,4,1,11,0,1,0.187,0,8.96,13,0
1,1,1,0,1,1,1,8,11,1,8,11,3,13,18,4,8,16,8,24,40,3,1,11,0,1,0.514,0,7.306,8,0
1,1,0,0,1,6,1,11,11,8,1,3,8,13,18,4,8,3,8,27,40,3,1,11,0,2,0.494,0,4.485,0,0
1,1,1,0,1,3,1,8,11,3,11,3,16,13,18,4,8,3,8,27,40,2,1,11,0,1,0.252,0,9.052,11,0
1,1,1,0,1,10,1,8,11,16,3,5,8,13,18,4,8,16,8,27,40,1,1,11,0,1,0.295,0,2.034,10,0
1,1,1,0,1,10,1,8,11,5,8,13,18,13,18,4,8,8,8,11,40,0,1,11,0,1,0,1,0,0,0
-1,1,1,0,1,1,1,8,11,1,18,16,8,13,18,4,8,16,8,24,40,3,1,11,0,1,0,1,0,16,0
-1,1,1,0,1,5,1,8,11,16,8,3,1,13,18,4,8,16,8,27,40,4,1,11,0,1,0,1,0,16,0
-1,0,1,0,1,3,1,8,11,1,3,13,18,13,18,4,8,16,8,26,40,5,1,11,0,2,0.399,0,8.362,0,0
-2,0,0,0,1,1,1,11,11,4,3,16,3,13,18,4,8,16,8,26,40,6,1,11,0,1,0.777,0,2.133,16,0
2,1,0,1,0,1,1,12,11,18,18,12,4,3,18,4,16,1,16,40,24,11,1,6,0,1,0,1,0,13,1
2,1,1,0,1,3,1,8,11,9,3,1,12,3,18,4,16,1,16,27,24,9,1,6,0,2,-0.065,0,3.557,6,0
2,1,0,1,1,2,1,12,11,1,8,12,8,3,18,4,16,12,16,23,24,8,1,6,0,4,0,1,0,6,0
2,1,0,1,1,2,1,12,11,12,1,8,8,3,18,4,16,8,16,23,24,7,1,6,0,2,0,1,0,12,0
2,1,1,0,1,2,1,8,11,12,12,8,16,3,18,4,16,8,16,23,24,6,1,6,0,2,0.234,0,7.149,9,0
2,1,1,0,1,5,1,8,11,8,12,16,13,3,18,4,16,16,16,27,24,5,1,6,0,1,0.203,0,8.554,13,0
1,1,1,0,1,1,1,8,11,1,13,4,9,3,18,4,16,8,16,40,24,4,1,6,0,1,0.078,0,1.773,14,0
1,1,1,0,1,3,1,8,11,9,4,2,13,3,18,4,16,18,16,32,24,3,1,6,0,2,-0.065,0,3.557,6,0
1,1,1,0,1,2,1,8,11,16,14,8,8,3,18,4,16,8,16,23,24,2,1,6,0,2,0,1,0,12,0
1,1,1,0,1,2,1,8,11,8,16,8,16,3,18,4,16,8,16,23,24,1,1,6,0,1,0,1,0,10,0
1,1,1,0,1,15,1,8,11,8,8,16,13,3,18,4,16,16,16,34,24,0,1,6,0,1,0,1,0,10,0
3,0,1,0,1,1,1,8,11,6,5,13,18,3,18,4,16,18,16,32,24,12,1,6,0,1,0,1,0,14,0
-1,1,0,0,1,3,1,11,11,16,14,8,14,3,18,4,16,16,16,26,24,0,1,6,0,1,0.693,0,1.579,16,0
-1,1,1,0,1,9,1,8,11,11,16,14,8,3,18,4,16,16,16,27,24,0,1,6,0,1,0.203,0,6.321,12,0
-1,1,1,0,1,1,1,8,11,14,8,8,13,3,18,4,16,16,16,2,24,1,1,6,0,1,0.262,0,8.498,12,0
-1,1,1,0,1,9,1,8,11,8,14,13,18,3,18,4,16,8,16,23,24,2,1,6,0,1,0.214,0,8.264,10,0
-2,1,1,0,1,1,1,8,11,16,18,8,13,3,18,4,16,8,16,23,24,3,1,6,0,2,0.206,0,3.255,10,0
-2,1,1,0,1,3,1,8,11,8,16,13,3,3,18,4,16,16,16,24,24,4,1,6,0,1,0.348,0,3.471,7,0
-2,1,1,0,1,2,1,8,11,14,3,1,8,3,18,4,16,8,16,23,24,5,1,6,0,2,0,1,0,12,0
-2,1,1,0,1,1,1,8,11,1,8,16,8,3,18,4,16,16,16,24,24,6,1,6,0,1,0.148,0,6.166,8,0
-2,1,1,0,1,2,1,8,11,16,8,12,3,3,18,4,16,16,16,26,24,7,1,6,0,2,0.398,0,1.006,9,0
-2,1,0,1,1,14,1,12,11,8,16,3,16,3,18,4,16,16,16,27,24,8,1,6,0,1,0,1,0,12,0
0,1,0,0,0,7,3,11,11,18,18,3,4,4,8,16,13,16,16,27,26,1,1,16,0.625,1,0.46,0,6.159,0,0
0,1,1,0,1,1,3,8,11,14,13,4,11,4,8,16,13,16,16,24,26,0,1,16,0.125,3,0.234,0,7.149,9,0
0,1,1,0,1,1,3,8,11,16,13,13,18,4,8,16,13,16,16,24,26,0,1,16,0.25,1,0,1,0,0,0
2,1,0,0,1,3,3,11,11,16,14,8,14,4,8,16,13,16,16,26,26,10,1,16,0,1,0.693,0,1.579,16,0
