distance_pronoun_antecedent,number_agreement,is_proper_noun,antecedent_position,case_antecedent,case_pronoun,pos_mention,pos_pronoun,pos_before_mention_1,pos_before_mention_2,pos_after_mention_1,pos_after_mention_2,pos_before_pronoun_1,pos_before_pronoun_2,pos_after_pronoun_1,pos_after_pronoun_2,pos_head_mention,pos_head_pronoun,syntactic_function_mention,syntactic_function_pronoun,nouns_between_mentions,pronoun_value,pronoun_sentence_length,normalized_distance,mention_local_score,tkachenko_embedding,missing_tkachenko_embedding,eleri_abstractness_score,mention_global_score,category
0,1,1,0,1,14,2,8,11,1,1,8,2,13,2,8,4,16,8,11,23,1,5,31,0.129,1,0,1,0,14,1
0,0,1,0,1,0,2,8,11,8,1,2,13,13,2,8,4,8,8,23,23,0,5,31,0.097,3,0,1,0,15,0
0,1,1,0,1,3,1,8,11,16,4,16,1,13,8,16,8,16,16,26,24,8,5,32,0.688,2,0.293,0,2.256,11,0
0,0,1,0,1,2,1,8,11,1,16,2,16,13,8,16,8,16,16,27,24,7,5,32,0.594,4,0.316,0,6.184,7,0
0,1,1,0,1,3,1,8,11,16,2,13,3,13,8,16,8,16,16,26,24,6,5,32,0.5,1,0,1,0,0,0
0,1,1,0,1,6,1,8,11,3,13,14,8,13,8,16,8,8,16,27,24,5,5,32,0.406,1,0.147,0,6.166,8,0
0,0,1,0,1,15,1,8,11,14,8,4,8,13,8,16,8,16,16,2,24,4,5,32,0.344,2,0.186,0,6.292,14,0
0,0,1,0,1,1,1,8,11,4,8,5,8,13,8,16,8,8,16,40,24,3,5,32,0.281,1,0.218,0,7.503,8,0
0,0,1,0,1,1,1,8,11,5,8,13,13,13,8,16,8,8,16,11,24,2,5,32,0.219,1,0.27,0,7.617,9,0
0,1,0,1,1,2,1,12,11,16,13,8,13,13,8,16,8,8,16,23,24,1,5,32,0.094,2,0,1,0,15,0
0,1,1,0,1,9,1,8,11,12,16,13,11,13,8,16,8,16,16,27,24,0,5,32,0.062,3,0.291,0,7.446,12,1
0,0,1,0,1,2,2,8,11,1,18,8,16,13,8,8,2,8,8,23,23,4,5,27,0.593,1,0,1,0,15,0
0,1,1,0,1,1,2,8,11,8,1,16,1,13,8,8,2,16,8,24,23,3,5,27,0.556,1,0.043,0,6.083,12,0
0,1,1,0,1,2,2,8,11,1,1,2,13,13,8,8,2,16,8,27,23,2,5,27,0.407,2,0.181,0,3.62,10,0
0,1,0,1,1,1,2,12,11,14,13,16,3,13,8,8,2,16,8,24,23,1,5,27,0.259,5,0,1,0,14,0
0,1,1,0,1,5,2,8,11,1,3,13,11,13,8,8,2,16,8,27,23,0,5,27,0.074,2,0,1,0,16,1
0,1,1,0,0,1,1,8,11,18,18,16,12,13,8,16,12,16,16,24,24,14,5,39,0.718,2,0,1,0,16,0
0,1,0,1,1,2,1,12,11,16,8,8,3,13,8,16,12,8,16,23,24,13,5,39,0.667,1,0,1,0,14,0
0,1,1,0,1,9,1,8,11,12,16,3,9,13,8,16,12,16,16,27,24,12,5,39,0.641,1,0.155,0,7.054,12,0
0,1,1,0,1,2,1,8,11,9,3,8,5,13,8,16,12,8,16,23,24,11,5,39,0.564,1,0,1,0,11,0
0,1,1,0,1,12,1,8,11,8,9,5,9,13,8,16,12,16,16,27,24,10,5,39,0.538,1,0.164,0,2.176,12,0
0,1,1,0,1,2,1,8,11,9,5,8,12,13,8,16,12,8,16,23,24,9,5,39,0.462,1,-0.064,0,6.437,16,0
0,1,1,0,1,6,1,8,11,8,9,12,8,13,8,16,12,8,16,11,24,8,5,39,0.436,1,0.049,0,2.248,13,0
0,1,0,1,1,2,1,12,11,8,8,8,5,13,8,16,12,8,16,23,24,7,5,39,0.41,5,0,1,0,14,0
0,1,1,0,1,10,1,8,11,12,8,5,3,13,8,16,12,8,16,23,24,6,5,39,0.385,2,0.08,0,7.483,14,0
0,1,1,0,1,9,1,8,11,6,3,1,8,13,8,16,12,1,16,27,24,5,5,39,0.282,1,0.133,0,7.381,11,0
0,1,1,0,1,2,1,8,11,1,8,8,16,13,8,16,12,8,16,23,24,4,5,39,0.231,1,0.312,0,5.427,9,0
0,1,1,0,1,1,1,8,11,8,1,16,1,13,8,16,12,16,16,24,24,3,5,39,0.205,2,0.333,0,5.106,11,0
0,1,1,0,1,1,1,8,11,8,1,13,11,13,8,16,12,16,16,26,24,0,5,39,0.051,3,0.231,0,7.365,16,1
0,1,1,0,0,1,1,8,11,18,18,16,12,13,2,16,13,16,16,24,24,3,5,25,0.44,1,0,1,0,13,0
0,1,0,1,1,2,1,12,11,16,8,8,2,13,2,16,13,8,16,23,24,2,5,25,0.36,5,0,1,0,14,0
0,1,1,0,1,2,1,8,11,12,16,2,3,13,2,16,13,16,16,27,24,1,5,25,0.32,2,0.08,0,7.483,14,0
0,1,1,0,1,2,1,8,11,9,6,2,13,13,2,16,13,16,16,27,24,0,5,25,0.12,3,0.055,0,3.557,6,0
0,1,1,0,0,9,3,8,11,18,18,4,3,5,16,11,11,16,16,24,26,2,5,23,0.478,3,0,1,0,15,0
0,0,0,0,1,1,3,11,11,3,13,8,8,5,16,11,11,16,16,24,26,2,5,23,0.217,8,0.496,0,3.27,0,0
0,0,1,0,1,2,3,8,11,11,3,8,16,5,16,11,11,8,16,23,26,1,5,23,0.174,1,0.241,0,6.666,11,0
0,0,1,0,1,3,3,8,11,8,11,16,5,5,16,11,11,16,16,26,26,0,5,23,0.13,1,0.389,0,1.035,10,0
0,0,1,0,0,1,1,8,11,18,18,4,9,13,8,4,4,16,16,24,24,3,5,23,0.652,3,0,1,0,16,0
0,0,1,0,1,3,1,8,11,9,4,3,16,13,8,4,4,16,16,27,24,2,5,23,0.522,4,0.055,0,3.557,6,0
0,0,0,0,1,3,1,11,11,14,13,16,8,13,8,4,4,16,16,26,24,2,5,23,0.217,8,0.496,0,3.27,0,0
0,1,1,0,1,1,1,8,11,16,11,8,13,13,8,4,4,8,16,23,24,1,5,23,0.13,1,0.287,0,6.165,13,1
0,1,1,0,1,3,1,8,11,8,16,13,11,13,8,4,4,16,16,24,24,0,5,23,0.087,1,0.062,0,8.551,16,0
0,1,0,1,0,1,3,12,11,18,18,9,13,13,9,16,1,16,16,24,26,0,5,16,0.188,1,0,1,0,15,1
0,1,1,0,1,1,2,8,11,13,18,12,4,13,8,8,1,8,8,40,23,3,5,29,0.31,4,-0.088,0,6.9,13,0
0,1,0,1,1,1,2,12,11,8,13,4,1,13,8,8,1,8,8,5,23,2,5,29,0.276,2,0,1,0,15,0
0,1,1,0,1,1,2,8,11,1,4,11,1,13,8,8,1,18,8,32,23,1,5,29,0.172,1,0.269,0,1.484,12,0
0,0,0,0,1,2,2,11,11,8,1,1,8,13,8,8,1,8,8,23,23,1,5,29,0.138,1,0.513,0,1.906,15,0
0,1,1,0,1,4,2,8,11,1,11,13,11,13,8,8,1,8,8,23,23,0,5,29,0.069,1,0.043,0,6.083,12,1
0,1,1,0,0,1,1,8,11,18,18,12,12,13,8,16,12,8,16,23,24,12,5,31,0.581,4,-0.088,0,6.9,13,0
0,1,0,1,1,1,1,12,11,8,18,12,8,13,8,16,12,8,16,5,24,11,5,31,0.548,2,0,1,0,13,0
0,0,1,0,1,6,1,8,11,12,12,4,8,13,8,16,12,8,16,27,24,9,5,31,0.484,3,0.045,0,4.242,8,0
0,0,1,0,1,0,1,8,11,4,8,8,8,13,8,16,12,8,16,23,24,8,5,31,0.419,3,0,1,0,10,0
0,1,1,0,1,2,1,8,11,8,4,8,12,13,8,16,12,8,16,23,24,7,5,31,0.387,4,0,1,0,14,0
0,1,1,0,1,15,1,8,11,8,8,12,8,13,8,16,12,18,16,32,24,6,5,31,0.355,1,0,1,0,15,0
0,1,0,1,1,2,1,12,11,8,8,8,8,13,8,16,12,8,16,23,24,5,5,31,0.323,4,0,1,0,13,0
0,0,1,0,1,2,1,8,11,12,8,8,13,13,8,16,12,8,16,23,24,4,5,31,0.29,1,0,1,0,16,0
0,1,1,0,1,2,1,8,11,8,12,13,3,13,8,16,12,8,16,23,24,3,5,31,0.258,1,0,1,0,0,0
0,0,1,0,1,2,1,8,11,3,13,13,8,13,8,16,12,8,16,23,24,2,5,31,0.161,1,0,1,0,0,0
0,1,1,0,1,1,1,8,11,13,8,8,13,13,8,16,12,8,16,40,24,1,5,31,0.097,1,0.107,0,2.64,13,0
0,1,1,0,1,5,1,8,11,8,13,13,11,13,8,16,12,8,16,23,24,0,5,31,0.065,2,0.206,0,2.155,11,1
0,1,1,0,0,1,2,8,11,18,18,12,12,13,8,2,16,16,16,24,27,3,5,20,0.35,3,0,1,0,12,0
0,1,0,1,1,1,2,12,11,8,18,12,16,13,8,2,16,8,16,5,27,2,5,20,0.3,2,0,1,0,12,0
0,1,1,0,1,5,2,8,11,3,16,13,11,13,8,2,16,16,16,27,27,0,5,20,0.1,1,0,1,0,0,1
0,1,0,1,1,9,1,12,11,13,18,1,8,13,8,4,3,1,16,27,24,3,5,23,0.391,4,0,1,0,14,0
0,1,1,0,1,1,1,8,11,1,12,4,8,13,8,4,3,16,16,24,24,2,5,23,0.304,1,0,1,0,16,0
0,1,1,0,1,9,1,8,11,4,8,16,1,13,8,4,3,16,16,27,24,1,5,23,0.217,2,0.314,0,4.992,7,0
0,1,1,0,1,2,1,8,11,1,16,13,11,13,8,4,3,16,16,26,24,0,5,23,0.087,1,0,1,0,0,1
0,1,0,1,0,6,9,12,11,18,18,12,8,13,8,16,9,16,16,27,27,10,5,27,0.667,1,0,1,0,14,0
0,1,0,1,1,2,9,12,11,12,18,8,12,13,8,16,9,8,16,23,27,9,5,27,0.63,2,0,1,0,15,0
0,1,1,0,1,9,9,8,11,12,12,12,8,13,8,16,9,16,16,27,27,8,5,27,0.593,1,0.085,0,5.54,10,0
0,1,0,1,1,2,9,12,11,8,12,8,13,13,8,16,9,8,16,23,27,7,5,27,0.556,1,0,1,0,16,0
0,1,1,0,1,9,9,8,11,12,8,13,12,13,8,16,9,16,16,27,27,6,5,27,0.519,1,0.038,0,7.713,10,0
0,1,0,1,1,1,9,12,11,13,8,13,12,13,8,16,9,8,16,23,27,5,5,27,0.444,2,0,1,0,15,0
0,1,1,0,1,2,9,8,11,12,13,1,8,13,8,16,9,8,16,23,27,3,5,27,0.333,1,0.123,0,3.384,9,0
0,1,1,0,1,6,9,8,11,1,8,16,3,13,8,16,9,16,16,27,27,2,5,27,0.259,1,0,1,0,11,0
0,1,1,0,1,6,9,8,11,3,16,1,8,13,8,16,9,16,16,27,27,1,5,27,0.148,1,-0.035,0,5.012,10,0
0,1,1,0,1,1,9,8,11,1,8,13,11,13,8,16,9,16,16,24,27,0,5,27,0.074,1,0.094,0,4.742,14,1
0,1,1,0,0,1,3,8,11,18,18,12,12,13,15,16,1,16,16,24,26,2,5,30,0.167,4,0,1,0,13,0
0,1,1,0,0,1,2,8,11,18,18,12,12,13,12,8,4,16,8,24,23,8,5,30,0.733,4,0,1,0,13,0
0,1,0,1,1,1,3,12,11,8,18,12,15,13,15,16,1,8,16,5,26,1,5,30,0.133,1,0,1,0,14,0
0,1,0,1,1,1,2,12,11,8,18,12,15,13,12,8,4,8,8,5,23,7,5,30,0.7,1,0,1,0,14,0
0,1,0,0,1,3,2,11,11,13,15,16,1,13,12,8,4,16,8,26,23,6,5,30,0.567,5,1.0,0,1.139,0,0
0,1,1,0,1,6,2,8,11,1,16,1,12,13,12,8,4,1,8,27,23,5,5,30,0.467,7,0.055,0,3.557,6,0
0,1,0,1,1,1,2,12,11,1,8,13,16,13,12,8,4,16,8,24,23,4,5,30,0.4,1,0,1,0,0,0
0,1,1,0,1,8,2,8,11,16,13,5,16,13,12,8,4,16,8,27,23,3,5,30,0.3,1,0,1,0,15,0
0,1,1,0,1,14,2,8,11,1,3,12,12,13,12,8,4,16,8,27,23,2,5,30,0.133,4,0,1,0,13,0
0,1,0,1,1,1,2,12,11,8,1,12,13,13,12,8,4,8,8,5,23,1,5,30,0.1,1,0,1,0,0,1
0,0,0,1,1,9,1,12,11,4,3,3,1,13,8,4,16,1,16,27,24,1,5,16,0.312,3,0,1,0,8,0
0,1,1,0,1,1,1,8,11,1,3,13,11,13,8,4,16,3,16,40,24,0,5,16,0.125,7,0.255,0,4.474,8,1
0,1,0,1,1,2,2,12,11,13,18,1,8,13,13,1,8,8,8,23,23,6,5,31,0.516,1,0,1,0,16,0
0,0,1,0,1,1,2,8,11,1,12,4,1,13,13,1,8,8,8,40,23,5,5,31,0.452,3,0.251,0,4.946,16,1
0,0,1,0,1,1,2,8,11,1,4,8,8,13,13,1,8,18,8,32,23,4,5,31,0.355,1,0.058,0,2.468,13,0
0,1,1,0,1,2,2,8,11,8,1,8,13,13,13,1,8,8,8,23,23,3,5,31,0.323,1,0,1,0,15,0
0,0,1,0,1,5,2,8,11,8,8,13,3,13,13,1,8,8,8,23,23,2,5,31,0.29,1,0,1,0,15,0
0,1,1,0,1,1,2,8,11,13,3,5,8,13,13,1,8,8,8,5,23,1,5,31,0.161,1,0.142,0,5.951,13,0
0,1,1,0,1,1,2,8,11,5,8,13,13,13,13,1,8,8,8,11,23,0,5,31,0.097,1,0,1,0,0,0
0,0,1,0,0,10,10,8,11,18,18,1,8,13,8,1,4,16,1,27,27,4,5,19,0.526,2,0.007,0,5.53,13,0
0,1,1,0,1,10,10,8,11,1,8,16,8,13,8,1,4,16,1,27,27,3,5,19,0.421,3,0.1,0,5.014,12,0
0,0,1,0,1,3,10,8,11,16,8,9,8,13,8,1,4,16,1,26,27,2,5,19,0.316,1,0.32,0,1.899,8,0
0,0,1,0,1,3,10,8,11,9,8,9,8,13,8,1,4,16,1,24,27,1,5,19,0.211,2,0,1,0,15,0
0,0,1,0,1,10,10,8,11,9,8,13,11,13,8,1,4,16,1,27,27,0,5,19,0.105,1,0.314,0,4.992,7,1
0,1,1,0,1,9,1,8,11,1,18,16,3,13,8,16,8,16,16,27,24,11,5,35,0.829,2,0.081,0,2.072,12,0
0,1,0,1,1,1,1,12,11,3,16,12,13,13,8,16,8,16,16,24,24,10,5,35,0.743,2,0,1,0,13,0
0,1,0,1,1,1,1,12,11,3,13,12,8,13,8,16,8,12,16,29,24,8,5,35,0.629,2,0,1,0,15,0
0,1,1,0,1,2,1,8,11,2,1,13,5,13,8,16,8,16,16,27,24,5,5,35,0.457,1,0,1,0,0,0
0,1,1,0,1,1,1,8,11,16,3,8,12,13,8,16,8,16,16,24,24,4,5,35,0.314,1,0.029,0,7.089,13,0
0,1,1,0,1,9,1,8,11,8,16,12,1,13,8,16,8,1,16,27,24,3,5,35,0.286,1,0,1,0,16,0
0,1,0,1,1,14,1,12,11,8,8,1,1,13,8,16,8,1,16,27,24,2,5,35,0.257,2,0,1,0,15,0
0,1,1,0,1,2,1,8,11,1,1,2,11,13,8,16,8,16,16,27,24,1,5,35,0.171,1,0,1,0,13,0
0,1,0,0,1,5,1,11,11,2,8,9,8,13,8,16,8,16,16,27,24,1,5,35,0.114,2,0.496,0,3.27,0,0
0,1,1,0,1,3,1,8,11,9,11,13,11,13,8,16,8,16,16,26,24,0,5,35,0.057,1,0,1,0,0,1
0,1,0,1,0,1,1,12,11,18,18,16,3,13,9,16,8,16,16,24,24,2,5,18,0.667,3,0,1,0,14,0
0,1,1,0,1,2,1,8,11,6,3,1,8,13,9,16,8,8,16,23,24,1,5,18,0.389,1,0.121,0,6.082,12,0
0,1,1,0,1,2,1,8,11,1,8,9,13,13,9,16,8,16,16,26,24,0,5,18,0.278,3,0.077,0,5.954,12,1
0,1,1,0,1,6,1,8,11,1,18,16,3,13,11,11,16,16,16,27,24,5,5,38,0.447,2,-0.043,0,4.551,11,0
0,1,1,0,1,6,1,8,11,1,18,16,3,5,16,4,16,16,16,27,24,5,5,38,0.553,2,-0.043,0,4.551,11,0
0,0,1,0,1,6,3,8,11,1,18,16,3,13,8,4,11,16,16,27,26,7,5,38,0.816,2,-0.043,0,4.551,11,0
0,1,1,0,1,1,1,8,11,1,3,13,8,13,11,11,16,16,16,24,24,4,5,38,0.342,1,0.206,0,1.937,10,0
0,1,1,0,1,1,1,8,11,1,3,13,8,5,16,4,16,16,16,24,24,4,5,38,0.447,1,0.206,0,1.937,10,0
0,0,1,0,1,1,3,8,11,1,3,13,8,13,8,4,11,16,16,24,26,6,5,38,0.711,1,0.206,0,1.937,10,0
0,1,1,0,1,2,1,8,11,13,8,8,1,13,11,11,16,8,16,23,24,3,5,38,0.289,1,0,1,0,16,0
0,1,1,0,1,2,1,8,11,13,8,8,1,5,16,4,16,8,16,23,24,3,5,38,0.395,1,0,1,0,16,0
0,0,1,0,1,2,3,8,11,13,8,8,1,13,8,4,11,8,16,23,26,5,5,38,0.658,1,0,1,0,16,0
0,1,1,0,1,15,1,8,11,8,13,1,8,13,11,11,16,1,16,27,24,2,5,38,0.263,2,-0.039,0,5.912,11,0
0,1,1,0,1,15,1,8,11,8,13,1,8,5,16,4,16,1,16,27,24,2,5,38,0.368,2,-0.039,0,5.912,11,0
0,0,1,0,1,15,3,8,11,8,13,1,8,13,8,4,11,1,16,27,26,4,5,38,0.632,2,-0.039,0,5.912,11,0
0,1,1,0,1,1,1,8,11,1,8,12,4,13,11,11,16,1,16,40,24,1,5,38,0.211,1,-0.152,0,7.627,11,0
0,1,1,0,1,1,1,8,11,1,8,12,4,5,16,4,16,1,16,40,24,1,5,38,0.316,1,-0.152,0,7.627,11,0
0,0,1,0,1,1,3,8,11,1,8,12,4,13,8,4,11,1,16,40,26,3,5,38,0.579,1,-0.152,0,7.627,11,0
0,1,0,1,1,1,1,12,11,8,1,4,3,13,11,11,16,8,16,5,24,0,5,38,0.184,3,0,1,0,15,0
0,1,0,1,1,1,1,12,11,8,1,4,3,5,16,4,16,8,16,5,24,0,5,38,0.289,3,0,1,0,15,0
0,0,0,1,1,1,3,12,11,8,1,4,3,13,8,4,11,8,16,5,26,2,5,38,0.553,3,0,1,0,15,0
0,1,0,0,1,1,1,11,11,13,11,11,16,5,16,4,16,16,16,24,24,0,5,38,0.105,3,1.0,0,1.139,0,0
0,0,0,0,1,1,3,11,11,13,11,11,16,13,8,4,11,16,16,24,26,2,5,38,0.368,3,1.0,0,1.139,0,0
0,1,0,0,1,5,1,11,11,11,13,16,5,5,16,4,16,16,16,27,24,0,5,38,0.079,10,0.496,0,3.27,0,0
0,0,0,0,1,5,3,11,11,11,13,16,5,13,8,4,11,16,16,27,26,2,5,38,0.342,10,0.496,0,3.27,0,0
0,0,0,0,1,1,3,11,11,5,16,4,16,13,8,4,11,16,16,24,26,2,5,38,0.263,3,1.0,0,1.139,0,0
0,0,0,1,1,2,3,12,11,4,1,1,8,13,8,4,11,8,16,23,26,1,5,38,0.105,4,0,1,0,6,0
0,1,1,0,1,1,3,8,11,1,12,13,11,13,8,4,11,1,16,40,26,0,5,38,0.053,2,0.403,0,1.006,9,0
0,1,0,0,1,1,1,11,11,3,18,16,8,5,13,3,3,16,16,24,11,1,5,19,0.368,2,0.513,0,1.906,15,0
0,1,1,0,1,4,1,8,11,16,11,11,6,5,13,3,3,16,16,27,11,0,5,19,0.263,3,0.089,0,2.232,10,0
0,0,0,0,1,3,1,11,11,8,16,6,13,5,13,3,3,16,16,26,11,0,5,19,0.211,3,0.496,0,3.27,0,0
0,1,0,0,1,3,3,11,11,16,13,3,16,13,8,8,3,16,16,26,26,1,5,16,0.438,2,0.461,0,1.579,16,0
0,1,1,0,1,2,3,8,11,16,13,13,11,13,8,8,3,16,16,26,26,0,5,16,0.125,2,0.126,0,8.397,0,0
0,1,0,0,1,1,1,11,11,13,18,4,3,13,8,11,3,8,16,40,26,1,5,17,0.353,5,0.607,0,2.133,16,0
0,1,1,0,1,1,1,8,11,1,3,13,11,13,8,11,3,18,16,32,26,0,5,17,0.118,1,0.121,0,5.061,13,0
0,1,1,0,1,1,1,8,11,14,13,8,16,13,3,3,16,16,16,24,26,1,5,20,0.45,3,0.307,0,6.704,12,0
0,1,1,0,1,3,1,8,11,8,14,16,13,13,3,3,16,16,16,26,26,0,5,20,0.4,2,0.197,0,2.196,14,0
0,1,0,0,1,1,1,11,11,16,13,11,3,13,3,3,16,16,16,24,26,0,5,20,0.2,5,0.496,0,3.27,0,0
0,1,0,0,1,1,1,11,11,11,16,3,13,13,3,3,16,16,16,26,26,0,5,20,0.15,2,0.487,0,2.091,14,0
0,0,1,0,1,6,3,8,11,11,16,9,9,13,8,8,1,16,16,27,26,2,5,19,0.421,1,0.213,0,3.471,7,0
0,0,1,0,1,2,3,8,11,9,9,2,1,13,8,8,1,16,16,27,26,1,5,19,0.263,1,-0.01,0,8.303,9,0
0,1,1,0,1,1,3,8,11,1,2,13,11,13,8,8,1,16,16,26,26,0,5,19,0.105,1,0.343,0,6.658,13,0
0,0,1,0,0,15,3,8,11,18,18,13,8,13,16,16,13,16,16,29,26,1,5,10,0.6,1,0.176,0,8.009,13,0
0,0,1,0,1,15,3,8,11,13,8,13,16,13,16,16,13,8,16,11,26,0,5,10,0.4,1,0.092,0,8.519,15,0
0,1,0,1,0,2,9,12,11,18,18,8,4,13,8,1,8,8,16,23,27,2,5,19,0.316,1,0,1,0,13,0
0,1,1,0,1,6,9,8,11,12,18,4,11,13,8,1,8,18,16,32,27,1,5,19,0.263,1,0.17,0,5.841,9,0
0,1,1,0,1,1,9,8,11,11,4,13,11,13,8,1,8,8,16,40,27,0,5,19,0.105,2,0,1,0,15,0
0,0,1,0,1,6,1,8,11,16,9,8,13,13,8,6,8,16,8,27,35,1,5,19,0.158,1,0.08,0,4.391,11,0
0,1,1,0,1,3,1,8,11,8,16,13,11,13,8,6,8,16,8,26,35,0,5,19,0.105,1,-0.006,0,1.959,14,0
0,0,1,0,1,1,6,8,11,16,3,6,1,13,2,4,1,16,8,24,35,1,5,20,0.3,10,0.255,0,4.474,8,0
0,1,1,0,1,1,3,8,11,16,3,6,1,5,8,4,16,16,16,24,26,2,5,20,0.55,10,0.255,0,4.474,8,0
0,1,1,0,1,2,6,8,11,1,6,2,13,13,2,4,1,16,8,27,35,0,5,20,0.15,2,0.22,0,2.188,10,0
0,0,1,0,1,2,3,8,11,1,6,2,13,5,8,4,16,16,16,27,26,1,5,20,0.4,2,0.22,0,2.188,10,0
0,0,0,0,1,6,3,11,11,13,2,4,1,5,8,4,16,8,16,35,26,1,5,20,0.25,3,1.0,0,1.139,0,0
0,1,1,0,1,1,3,8,11,1,4,5,11,5,8,4,16,11,16,40,26,0,5,20,0.1,1,0.286,0,1.337,12,0
0,1,1,0,0,1,3,8,11,18,18,16,11,13,8,3,16,16,3,24,27,1,5,14,0.429,1,0,1,0,11,0
0,1,0,0,1,3,3,11,11,16,8,1,8,13,8,3,16,1,3,27,27,1,5,14,0.286,2,0.607,0,2.133,16,0
0,1,1,0,1,14,3,8,11,1,11,13,11,13,8,3,16,16,3,27,27,0,5,14,0.143,1,0.269,0,1.484,12,0
0,1,1,0,1,10,10,8,11,1,16,8,8,13,8,16,13,16,16,27,27,3,5,22,0.227,1,0.055,0,3.557,6,0
0,1,1,0,1,2,10,8,11,8,1,8,8,13,8,16,13,8,16,23,27,2,5,22,0.182,1,0,1,0,14,0
0,0,1,0,1,2,10,8,11,8,8,8,13,13,8,16,13,8,16,23,27,1,5,22,0.136,1,0,1,0,10,0
0,1,1,0,1,3,10,8,11,8,8,13,11,13,8,16,13,16,16,26,27,0,5,22,0.091,2,0.149,0,2.958,14,1
0,0,1,0,0,1,2,8,11,18,18,16,8,13,8,8,4,16,8,24,23,2,5,15,0.6,3,0,1,0,12,0
0,1,1,0,1,3,2,8,11,16,8,13,16,13,8,8,4,16,8,26,23,1,5,15,0.467,1,0.198,0,7.215,11,0
0,1,0,0,1,6,2,11,11,16,13,16,8,13,8,8,4,16,8,27,23,1,5,15,0.267,2,0.496,0,3.27,0,0
0,1,1,0,1,3,2,8,11,16,11,13,11,13,8,8,4,16,8,26,23,0,5,15,0.133,1,0,1,0,16,1
0,1,1,0,1,1,1,8,11,16,3,8,8,13,8,16,12,16,16,24,24,10,5,37,0.595,1,0,1,0,16,0
0,1,1,0,1,5,1,8,11,8,16,8,9,13,8,16,12,16,16,27,24,9,5,37,0.568,1,0.114,0,4.193,12,0
0,1,1,0,1,3,1,8,11,8,8,9,8,13,8,16,12,16,16,26,24,8,5,37,0.541,1,0,1,0,0,1
0,1,1,0,1,3,1,8,11,9,8,13,9,13,8,16,12,16,16,27,24,7,5,37,0.486,3,-0.069,0,7.581,13,0
0,1,0,1,1,2,1,12,11,9,13,8,13,13,8,16,12,8,16,23,24,6,5,37,0.405,1,0,1,0,6,0
0,1,1,0,1,3,1,8,11,12,9,13,8,13,8,16,12,8,16,29,24,5,5,37,0.378,1,-0.01,0,8.303,9,0
0,1,1,0,1,2,1,8,11,13,8,5,9,13,8,16,12,16,16,27,24,4,5,37,0.324,1,0,1,0,12,0
0,1,1,0,1,3,1,8,11,9,5,13,9,13,8,16,12,8,16,11,24,3,5,37,0.243,3,-0.069,0,7.581,13,0
